"time","x1","x2","der(x1)","der(x2)","u","y"
29.2,-0.5909360302035803,2.095035597808059,2.095035597808059,6.459397682566187,0.9938683634116449,-0.5909360302035803
29.3,-0.3522953558155765,2.643073206639739,2.643073206639739,4.379379667034151,0.9944087866785504,-0.3522953558155765
29.4,-0.07038548919235931,2.950095746244471,2.950095746244471,1.684836018804195,0.9949243497775809,-0.07038548919235931
29.5,0.2281887083406627,2.972759885161032,2.972759885161032,-1.223739951481916,0.9954150398196859,0.2281887083406627
29.6,0.5147810319593291,2.715481412738636,2.715481412738636,-3.834016453360559,0.99588084453764,0.5147810319593291
29.7,0.7635937672575128,2.228201501988057,2.228201501988057,-5.787507916650389,0.9963217522863495,0.7635937672575128
29.8,0.9551479955130421,1.582517090923367,1.582517090923367,-7.012138547205966,0.9967377520431434,0.9551479955130421
29.9,1.077078474874678,0.8456563414562496,0.8456563414562496,-7.641332000575858,0.9971288334080497,1.077078474874678
30,1.122946066882282,0.0683221858671844,0.0683221858671844,-7.845043635703104,0.9974949866040545,1.122946066882282
30.1,1.090645347549987,-0.7119859606791164,-0.7119859606791164,-7.70289994672791,0.997836202477347,1.090645347549987
30.2,0.9816463717446677,-1.458961060329443,-1.458961060329443,-7.158012105586526,0.9981524724975481,0.9816463717446677
30.3,0.8015369553795473,-2.124796124788361,-2.124796124788361,-6.049315764903899,0.9984437887579239,0.8015369553795473
30.4,0.5615381519745221,-2.644768739783392,-2.644768739783392,-4.225004750147066,0.998710143975583,0.5615381519745221
30.5,0.2798771526297993,-2.946457359367135,-2.946457359367135,-1.71093916113152,0.9989515314916588,0.2798771526297993
30.6,-0.01856880123795374,-2.974106589172087,-2.974106589172087,1.181317417460192,0.999167945271476,-0.01856880123795374
30.7,-0.3053089684003392,-2.714457958278517,-2.714457958278517,3.948126379096011,0.9993593799047014,-0.3053089684003392
30.8,-0.5530484721071772,-2.203546156845016,-2.203546156845016,6.152558863051405,0.9995258306054791,-0.5530484721071772
